學習條件,招式
未進化,撞擊
基礎,連續拳
基礎,近身戰
基礎,雙倍奉還
基礎,真氣拳
基礎,報復
基礎,高速移動
基礎,追打
基礎,音速拳
Lv6,高速移動
Lv11,追打
Lv16,音速拳
Lv16,子彈拳
Lv21,佯攻
Lv26,真空波
Lv31,快速防守
Lv36,雷電拳
Lv36,冰凍拳
Lv36,火焰拳
Lv41,沖天拳
Lv46,百萬噸重拳
Lv50,看穿
Lv56,真氣拳
Lv61,雙倍奉還
Lv66,近身戰
HM01,自我激勵
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
遺,佯攻
遺,子彈拳
遺,幫助
遺,心之眼
遺,挺住
遺,真空波
遺,追打
遺,雙倍奉還
遺,音速拳
遺,飛膝踢
遺,高速旋轉
