學習條件,招式
基礎,精神場地
基礎,奇妙空間
基礎,同步干擾
基礎,念力
基礎,叫聲
基礎,回復封鎖
基礎,奇跡之眼
Lv4,叫聲
Lv8,回復封鎖
Lv11,奇跡之眼
Lv15,幻象光線
Lv18,頭錘
Lv22,覺醒力量
Lv25,封印
Lv29,單純光束
Lv32,意念頭錘
Lv36,自我暗示
Lv39,精神強念
Lv45,冥想
Lv50,自我再生
Lv56,防守平分
Lv58,力量平分
Lv63,同步干擾
Lv68,奇妙空間
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM51,鋼翼
HM53,能量球
HM57,充電光束
HM63,查封
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM80,岩崩
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM97,惡之波動
HM100,密語
遺,交換場地
遺,力量互換
遺,宇宙力量
遺,定身法
遺,屏障
遺,特性互換
遺,瞬間移動
遺,詭計
遺,防守互換
遺,驚嚇
