學習條件,招式
基礎,啄
基礎,驚嚇
Lv5,追打
Lv11,黑霧
Lv15,翅膀攻擊
Lv21,黑夜魔影
Lv25,惡意追擊
Lv31,挑釁
Lv35,出奇一擊
Lv41,黑色目光
Lv45,欺詐
Lv50,順風
Lv55,突襲
Lv61,無理取鬧
Lv65,延後
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM17,守住
HM18,求雨
HM19,羽棲
HM21,遷怒
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM51,鋼翼
HM60,延後
HM63,查封
HM66,以牙還牙
HM73,電磁波
HM76,飛翔
HM77,自我暗示
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
遺,出奇一擊
遺,刺耳聲
遺,勇鳥猛攻
遺,吹捧
遺,吹飛
遺,啄鑽
遺,奇異之光
遺,惡意追擊
遺,滅亡之歌
遺,神鳥猛擊
遺,精神轉移
遺,羽棲
遺,羽毛舞
遺,翅膀攻擊
遺,鸚鵡學舌
