學習條件,招式
基礎,鏡光射擊
基礎,身體輕量化
基礎,鏡光射擊
基礎,身體輕量化
基礎,重磅衝撞
基礎,電磁炮
基礎,電磁飄浮
基礎,毒菱
基礎,撞擊
基礎,守住
基礎,自爆
基礎,蟲咬
Lv6,自爆
Lv9,蟲咬
Lv12,猛撞
Lv17,高速旋轉
Lv20,忍耐
Lv23,自然之恩
Lv28,撒菱
Lv32,以牙還牙
Lv36,大爆炸
Lv42,鐵壁
Lv46,陀螺球
Lv50,捨身衝撞
Lv56,電磁飄浮
Lv60,電磁炮
Lv64,重磅衝撞
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM21,遷怒
HM22,日光束
HM26,地震
HM27,報恩
HM32,影子分身
HM33,反射壁
HM37,沙暴
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM64,大爆炸
HM66,以牙還牙
HM68,終極衝擊
HM69,岩石打磨
HM72,伏特替換
HM74,陀螺球
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM100,密語
遺,力量戲法
遺,報復
遺,抓狂
遺,挺住
遺,捨身衝撞
遺,毒菱
遺,流沙地獄
遺,隱形岩
遺,雙倍奉還
遺,飛彈針
遺,高速星星
