學習條件,招式
基礎,擋路
基礎,紮根
基礎,纏繞
Lv4,催眠粉
Lv7,藤鞭
Lv10,吸取
Lv14,毒粉
Lv17,綁緊
Lv20,生長
Lv23,超級吸取
Lv27,拍落
Lv30,麻痹粉
Lv33,自然之恩
Lv36,終極吸取
Lv40,原始之力
Lv43,摔打
Lv46,撓癢
Lv49,絞緊
Lv50,青草場地
Lv53,強力鞭打
Lv56,擋路
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM21,遷怒
HM22,日光束
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM36,污泥炸彈
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM66,以牙還牙
HM68,終極衝擊
HM75,劍舞
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM83,死纏爛打
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM96,自然之力
HM100,密語
,
遺,力量互換
遺,寄生種子
遺,念力
遺,憤怒粉
遺,抓狂
遺,瞬間失憶
遺,終極吸取
遺,自然之力
遺,自然之恩
遺,蠻幹
遺,超級吸取
遺,飛葉風暴
