學習條件,招式
基礎,抓
基礎,瞪眼
基礎,挑釁
Lv8,電光一閃
Lv10,出奇一擊
Lv14,冰凍之風
Lv16,亂抓
Lv20,高速移動
Lv22,金屬爪
Lv25,磨爪
Lv28,圍攻
Lv32,刺耳聲
Lv35,劈開
Lv40,搶奪
Lv44,懲罰
Lv47,冰礫
HM04,冥想
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM54,點到為止
HM56,投擲
HM63,查封
HM65,暗影爪
HM66,以牙還牙
HM75,劍舞
HM77,自我暗示
HM81,十字剪
HM84,毒擊
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
,
遺,二連擊
遺,佯攻
遺,借助
遺,冰凍拳
遺,冰柱墜擊
遺,冰礫
遺,咬住
遺,地獄突刺
遺,怨恨
遺,懲罰
遺,撕裂爪
遺,擊掌奇襲
遺,識破
遺,追打
遺,雙倍奉還
遺,雪崩
