學習條件,招式
未進化,大鬧一番
基礎,囂張
基礎,瞪眼
基礎,憤怒
基礎,咬住
基礎,潑沙
Lv4,咬住
Lv7,潑沙
Lv10,無理取鬧
Lv13,流沙地獄
Lv16,惡意追擊
Lv19,擲泥
Lv22,查封
Lv25,虛張聲勢
Lv28,咬碎
Lv32,挖洞
Lv36,鬼面
Lv42,欺詐
Lv48,沙暴
Lv54,地震
Lv60,逆鱗
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM12,挑釁
HM15,破壞光線
HM17,守住
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM36,污泥炸彈
HM37,沙暴
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM59,狂舞揮打
HM63,查封
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM82,龍尾
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
,
遺,吵鬧
遺,囂張
遺,圍攻
遺,捨身衝撞
遺,搶先一步
遺,攀岩
遺,火焰牙
遺,聚氣
遺,追打
遺,雙倍奉還
遺,雷電牙
遺,黑色目光
