學習條件,招式
基礎,瞪眼
基礎,頭錘
Lv5,潑沙
Lv9,出奇一擊
Lv12,虛張聲勢
Lv16,踢倒
Lv20,以牙還牙
Lv23,劈瓦
Lv27,逐步擊破
Lv31,飛膝踢
Lv34,鬼面
Lv38,咬碎
Lv42,硬撐
Lv45,攀岩
Lv48,真氣拳
Lv50,雙刃頭錘
HM01,自我激勵
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM36,污泥炸彈
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM66,以牙還牙
HM71,尖石攻擊
HM80,岩崩
HM82,龍尾
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
,
遺,冰凍拳
遺,出奇一擊
遺,吸取拳
遺,快速防守
遺,意念頭錘
遺,擊掌奇襲
遺,火焰拳
遺,看穿
遺,瞬間失憶
遺,雙倍奉還
遺,雷電拳
遺,龍之舞
