學習條件,招式
未進化,自我激勵
基礎,奇異之光
基礎,耕地
基礎,撞擊
基礎,瞪眼
基礎,咬住
基礎,踢倒
Lv3,瞪眼
Lv6,咬住
Lv8,忍耐
Lv11,看穿
Lv13,潑沙
Lv16,咬碎
Lv18,催眠術
Lv22,憤怒門牙
Lv25,您先請
Lv29,聚氣
Lv32,自我暗示
Lv36,必殺門牙
Lv39,詭計
Lv43,黑色目光
Lv46,接棒
Lv50,摔打
HM01,自我激勵
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM30,暗影球
HM32,影子分身
HM35,噴射火焰
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM68,終極衝擊
HM73,電磁波
HM75,劍舞
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,刺耳聲
遺,報復
遺,惡意追擊
遺,抓狂
遺,識破
遺,追打
遺,鐵尾
