學習條件,招式
基礎,抓
Lv6,瞪眼
Lv9,連斬
Lv14,無理取鬧
Lv17,出奇一擊
Lv22,鬼面
Lv25,金屬爪
Lv30,劈開
Lv33,惡意追擊
Lv38,金屬音
Lv41,查封
Lv46,鐵壁
Lv49,暗襲要害
Lv54,鐵頭
Lv57,劍舞
Lv62,斷頭鉗
HM06,劇毒
HM10,覺醒力量
HM12,挑釁
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM37,沙暴
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM54,點到為止
HM56,投擲
HM63,查封
HM65,暗影爪
HM66,以牙還牙
HM69,岩石打磨
HM73,電磁波
HM75,劍舞
HM81,十字剪
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
遺,報復
遺,快速防守
遺,突襲
遺,精神利刃
遺,追打
遺,隱形岩
遺,頭錘
遺,黑色目光
