學習條件,招式
基礎,連續拳
基礎,瞪眼
Lv7,擊掌奇襲
Lv10,搖尾巴
Lv13,咬住
Lv19,二連擊
Lv22,憤怒
Lv25,百萬噸重拳
Lv31,逐步擊破
Lv34,迷昏拳
Lv37,咬碎
Lv43,挺住
Lv46,逆鱗
Lv49,突襲
Lv50,起死回生
HM01,自我激勵
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM65,暗影爪
HM68,終極衝擊
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
遺,吵鬧
遺,定身法
遺,巴投
遺,捨身衝撞
遺,撕裂爪
遺,王牌
遺,真氣拳
遺,聚氣
遺,臂錘
遺,蠻幹
遺,識破
遺,踩踏
遺,雙倍奉還
