學習條件,招式
未進化,投擲
基礎,臂錘
基礎,渴望
基礎,抓
基礎,瞪眼
基礎,舌舔
基礎,假哭
Lv8,亂抓
Lv15,出奇一擊
Lv22,甜甜香氣
Lv25,和睦相處
Lv29,劈開
Lv38,鬼面
Lv47,睡覺
Lv49,打鼾
Lv58,大鬧一番
Lv67,臂錘
HM01,自我激勵
HM05,吼叫
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,假哭
遺,十字劈
遺,咬碎
遺,哈欠
遺,地球上投
遺,夢話
遺,嬉鬧
遺,捨身衝撞
遺,暗襲要害
遺,猛撞
遺,腹鼓
遺,近身戰
遺,逐步擊破
遺,金屬爪
遺,雙倍奉還
