學習條件,招式
基礎,電氣場地
基礎,等離子浴
基礎,火焰拳
基礎,電光一閃
基礎,瞪眼
基礎,電擊
基礎,踢倒
Lv5,電擊
Lv8,踢倒
Lv12,高速星星
Lv15,電擊波
Lv19,電磁波
Lv22,電球
Lv26,光牆
Lv29,雷電拳
Lv36,放電
Lv42,刺耳聲
Lv49,十萬伏特
Lv55,打雷
Lv62,終極衝擊
Lv65,電氣場地
HM06,劇毒
HM10,覺醒力量
HM12,挑釁
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM29,精神強念
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM57,充電光束
HM68,終極衝擊
HM72,伏特替換
HM73,電磁波
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM93,瘋狂伏特
HM100,密語
,
遺,佯攻
遺,冰凍拳
遺,十字劈
遺,屏障
遺,火焰拳
遺,爆裂拳
遺,瑜伽姿勢
遺,真氣拳
遺,空手劈
遺,臂錘
遺,迴旋踢
