學習條件,招式
基礎,迷昏拳
基礎,精神波
基礎,反射壁
基礎,滾動
基礎,搶奪
Lv3,反射壁
Lv7,滾動
Lv10,搶奪
Lv14,覺醒力量
Lv16,光牆
Lv19,撒嬌
Lv24,自我再生
Lv25,精神衝擊
Lv28,蠻幹
Lv31,預知未來
Lv34,分擔痛楚
Lv39,精神強念
Lv45,特性互換
Lv54,回復封鎖
Lv59,奇妙空間
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM63,查封
HM64,大爆炸
HM68,終極衝擊
HM73,電磁波
HM74,陀螺球
HM77,自我暗示
HM80,岩崩
HM83,死纏爛打
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM92,戲法空間
HM100,密語
遺,奇異之光
遺,封印
遺,幫助
遺,戲法
遺,溶化
遺,秘密之力
遺,驚嚇
遺,驚嚇
遺,黑夜魔影
