學習條件,招式
未進化,蟲鳴
基礎,龍爪
基礎,龍息
基礎,龍之舞
基礎,潑沙
基礎,音爆
基礎,出奇一擊
基礎,忍耐
Lv5,擲泥
Lv8,重踏
Lv12,流沙地獄
Lv15,岩崩
Lv19,超音波
Lv22,刺耳聲
Lv26,大地之力
Lv29,龍尾
Lv33,地震
Lv36,沙暴
Lv40,吵鬧
Lv43,破壞光線
Lv47,龍之俯衝
HM02,龍爪
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM19,羽棲
HM21,遷怒
HM22,日光束
HM26,地震
HM27,報恩
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM51,鋼翼
HM59,狂舞揮打
HM68,終極衝擊
HM71,尖石攻擊
HM76,飛翔
HM78,重踏
HM80,岩崩
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM100,密語
遺,信號光束
遺,大地之力
遺,抓狂
遺,挺住
遺,泥巴射擊
遺,聚氣
遺,蟲咬
遺,起風
遺,連斬
遺,電光一閃
教,流星群
