學習條件,招式
基礎,猛推
基礎,種子機關槍
基礎,暗襲要害
基礎,撞擊
基礎,瞪眼
基礎,角撞
基礎,挺住
Lv7,佯攻
Lv10,燕返
Lv16,逐步擊破
Lv19,雙倍奉還
Lv25,亂擊
Lv28,劈瓦
Lv31,飛彈針
Lv34,猛撞
Lv37,超級角擊
Lv43,近身戰
Lv46,起死回生
HM01,自我激勵
HM06,劇毒
HM08,健美
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM54,點到為止
HM56,投擲
HM59,狂舞揮打
HM65,暗影爪
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
遺,地球上投
遺,報復
遺,岩石爆擊
遺,忍耐
遺,抓狂
遺,捨身衝撞
遺,真氣拳
遺,變硬
遺,超級角擊
遺,追打
