學習條件,招式
未進化,珍藏
基礎,治癒之願
基礎,同步干擾
基礎,緊束
基礎,叫聲
基礎,驚嚇
基礎,念力
Lv4,叫聲
Lv7,驚嚇
Lv10,念力
Lv13,哈欠
Lv16,精神波
Lv19,猛撞
Lv22,神通力
Lv27,治癒鈴聲
Lv32,吵鬧
Lv37,神秘守護
Lv42,捨身衝撞
Lv47,治癒波動
Lv52,同步干擾
Lv57,治癒之願
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM53,能量球
HM57,充電光束
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
遺,催眠術
遺,宇宙力量
遺,定身法
遺,特性互換
遺,祈願
遺,自我再生
遺,詛咒
遺,輔助力量
遺,預知未來
