學習條件,招式
基礎,二連擊
基礎,毒瓦斯
基礎,撞擊
基礎,濁霧
基礎,煙幕
Lv4,濁霧
Lv7,煙幕
Lv12,惡意追擊
Lv15,清除之煙
Lv18,污泥攻擊
Lv23,自爆
Lv26,黑霧
Lv29,陀螺球
Lv34,污泥炸彈
Lv40,大爆炸
Lv46,同命
Lv51,打嗝
Lv57,臨別禮物
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM30,暗影球
HM32,影子分身
HM35,噴射火焰
HM36,污泥炸彈
HM38,大字爆炎
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM61,鬼火
HM64,大爆炸
HM66,以牙還牙
HM68,終極衝擊
HM74,陀螺球
HM83,死纏爛打
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM97,惡之波動
HM100,密語
遺,分擔痛楚
遺,刺耳聲
遺,同命
遺,吞下
遺,噴出
遺,幻象光線
遺,怨念
遺,怨恨
遺,毒菱
遺,精神波
遺,蓄力
遺,詛咒
