學習條件,招式
基礎,水槍
基礎,搖尾巴
基礎,玩泥巴
Lv5,玩泥巴
Lv9,泥巴射擊
Lv15,摔打
Lv19,泥巴炸彈
Lv24,瞬間失憶
Lv31,哈欠
Lv36,地震
Lv41,求雨
Lv48,白霧
Lv48,黑霧
Lv53,濁流
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM34,污泥波
HM36,污泥炸彈
HM37,沙暴
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM55,熱水
HM56,投擲
HM68,終極衝擊
HM71,尖石攻擊
HM78,重踏
HM80,岩崩
HM83,死纏爛打
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM98,攀瀑
HM100,密語
,
遺,二連踢
遺,再來一次
遺,原始之力
遺,吞下
遺,噴出
遺,夢話
遺,怪異電波
遺,您先請
遺,泰山壓頂
遺,玩泥巴
遺,自我再生
遺,蓄力
遺,詛咒
遺,酸液炸彈
遺,防守互換
遺,雙倍奉還
