學習條件,招式
基礎,驚嚇
基礎,擲泥
基礎,毒針
Lv3,擲泥
Lv8,毒針
Lv10,挑釁
Lv15,追打
Lv17,出奇一擊
Lv22,報復
Lv24,虛張聲勢
Lv29,泥巴炸彈
Lv31,突襲
Lv36,毒液衝擊
Lv41,詭計
Lv49,毒擊
Lv54,污泥炸彈
Lv58,打嗝
Lv62,吹捧
HM01,自我激勵
HM06,劇毒
HM08,健美
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM34,污泥波
HM36,污泥炸彈
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM63,查封
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM81,十字剪
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM97,惡之波動
HM100,密語
遺,佯攻
遺,十字劈
遺,吸取拳
遺,喚醒巴掌
遺,子彈拳
遺,快速防守
遺,搶先一步
遺,擊掌奇襲
遺,清醒
遺,爆裂拳
遺,瑜伽姿勢
遺,真空波
遺,雙倍奉還
遺,頭錘
遺,點穴
