學習條件,招式
基礎,吹飛
基礎,氣象球
Lv9,起風
Lv15,勇鳥猛攻
Lv23,神通力
Lv29,大晴天
Lv37,大字爆炎
Lv43,神聖之火
Lv50,懲罰
Lv57,原始之力
Lv65,神秘守護
Lv71,自我再生
Lv79,預知未來
Lv85,自然之恩
Lv93,冥想
Lv99,神鳥猛擊
HM04,冥想
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM19,羽棲
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM40,燕返
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM48,輪唱
HM49,回聲
HM50,過熱
HM51,鋼翼
HM57,充電光束
HM58,自由落體
HM61,鬼火
HM68,終極衝擊
HM73,電磁波
HM76,飛翔
HM77,自我暗示
HM78,重踏
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
,沒有相關技能
