學習條件,招式
基礎,拍擊
基礎,鏡面屬性
基礎,變身
Lv10,百萬噸重拳
Lv20,揮指
Lv30,精神強念
Lv40,屏障
Lv50,原始之力
Lv60,瞬間失憶
Lv70,搶先一步
Lv80,接棒
Lv90,詭計
Lv100,波導彈
HM01,自我激勵
HM02,龍爪
HM03,精神衝擊
HM04,冥想
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM08,健美
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM19,羽棲
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM23,擊落
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM28,吸血
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM34,污泥波
HM35,噴射火焰
HM36,污泥炸彈
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM49,回聲
HM50,過熱
HM51,鋼翼
HM52,真氣彈
HM53,能量球
HM54,點到為止
HM55,熱水
HM56,投擲
HM57,充電光束
HM58,自由落體
HM59,狂舞揮打
HM60,延後
HM61,鬼火
HM62,雜技
HM63,查封
HM64,大爆炸
HM65,暗影爪
HM66,以牙還牙
HM67,修長之角
HM68,終極衝擊
HM69,岩石打磨
HM70,極光幕
HM71,尖石攻擊
HM72,伏特替換
HM73,電磁波
HM74,陀螺球
HM75,劍舞
HM76,飛翔
HM77,自我暗示
HM78,重踏
HM79,冰息
HM80,岩崩
HM81,十字剪
HM82,龍尾
HM83,死纏爛打
HM84,毒擊
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM91,加農光炮
HM92,戲法空間
HM93,瘋狂伏特
HM94,衝浪
HM95,大聲咆哮
HM96,自然之力
HM97,惡之波動
HM98,攀瀑
HM99,魔法閃耀
HM100,密語
,沒有相關技能
