學習條件,招式
未進化,終極吸取
基礎,二連劈
基礎,連斬
基礎,飛葉風暴
基礎,暗襲要害
基礎,拍擊
基礎,瞪眼
基礎,吸取
基礎,電光一閃
Lv5,吸取
Lv9,電光一閃
Lv13,超級吸取
Lv18,追打
Lv23,葉刃
Lv28,高速移動
Lv33,摔打
Lv39,看穿
Lv45,十字剪
Lv51,點到為止
Lv57,快速防守
Lv63,飛葉風暴
Lv69,刺耳聲
HM01,自我激勵
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM54,點到為止
HM56,投擲
HM59,狂舞揮打
HM62,雜技
HM68,終極衝擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM81,十字剪
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM96,自然之力
HM100,密語
,
遺,二連踢
遺,光合作用
遺,咬碎
遺,寄生種子
遺,撕裂爪
遺,旋風刀
遺,煩惱種子
遺,玩泥巴
遺,種子機關槍
遺,自然之恩
遺,草笛
遺,蠻幹
遺,青草場地
遺,飛葉風暴
遺,魔法葉
遺,龍息
教,瘋狂植物
教,草之誓約
