學習條件,招式
未進化,火焰旋渦
基礎,二連踢
基礎,抓
基礎,叫聲
基礎,火花
基礎,潑沙
Lv5,火花
Lv10,潑沙
Lv14,啄
Lv20,蓄能焰襲
Lv25,電光一閃
Lv31,健美
Lv36,聚氣
Lv42,劈開
Lv47,鸚鵡學舌
Lv53,沖天拳
Lv58,閃焰衝鋒
HM01,自我激勵
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM17,守住
HM21,遷怒
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM49,回聲
HM50,過熱
HM52,真氣彈
HM56,投擲
HM61,鬼火
HM65,暗影爪
HM75,劍舞
HM80,岩崩
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,佯攻
遺,挺住
遺,接棒
遺,撕裂爪
遺,暗襲要害
遺,清醒
遺,烈焰濺射
遺,珍藏
遺,羽毛舞
遺,詛咒
遺,起死回生
遺,踢倒
遺,雙倍奉還
遺,高速移動
教,火之誓約
