學習條件,招式
基礎,嬉鬧
基礎,鐵頭
基礎,挑釁
基礎,叫聲
基礎,妖精之風
基礎,驚嚇
Lv5,假哭
Lv9,咬住
Lv13,甜甜香氣
Lv17,夾住
Lv21,出奇一擊
Lv25,接棒
Lv29,咬碎
Lv33,鐵壁
Lv37,突襲
Lv41,蓄力
Lv41,吞下
Lv41,噴出
Lv45,鐵頭
Lv49,嬉鬧
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM13,冰凍光束
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM36,污泥炸彈
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM54,點到為止
HM56,投擲
HM57,充電光束
HM63,查封
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM77,自我暗示
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM97,惡之波動
HM100,密語
遺,冰凍牙
遺,劇毒牙
遺,原始之力
遺,地球上投
遺,懲罰
遺,摔打
遺,撓癢
遺,火焰牙
遺,突襲
遺,薄霧場地
遺,誘惑
遺,金屬爆炸
遺,防守互換
遺,雷電牙
