學習條件,招式
基礎,叫聲
Lv4,念力
Lv6,影子分身
Lv9,瞬間移動
Lv11,魅惑之聲
Lv14,幸運咒語
Lv17,魔法葉
Lv19,治癒波動
Lv22,吸取之吻
Lv24,冥想
Lv27,精神強念
Lv29,封印
Lv32,預知未來
Lv34,撒嬌
Lv37,催眠術
Lv39,食夢
Lv42,輔助力量
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM56,投擲
HM57,充電光束
HM61,鬼火
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
,
遺,交換場地
遺,再來一次
遺,同命
遺,同步干擾
遺,奇異之光
遺,定身法
遺,影子偷襲
遺,怨念
遺,特性互換
遺,臨別禮物
遺,薄霧場地
遺,黑色目光
