學習條件,招式
基礎,溶解液
基礎,泡沫
基礎,叫聲
基礎,超音波
基礎,輪唱
Lv5,超音波
Lv9,輪唱
Lv12,泡沫光線
Lv16,泥巴射擊
Lv20,水流環
Lv23,吵鬧
Lv28,濁流
Lv33,求雨
Lv39,抓狂
Lv44,吸取拳
Lv49,回聲
Lv53,水炮
Lv59,巨聲
HM06,劇毒
HM07,冰雹
HM09,毒液衝擊
HM10,覺醒力量
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM34,污泥波
HM36,污泥炸彈
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM55,熱水
HM56,投擲
HM66,以牙還牙
HM68,終極衝擊
HM78,重踏
HM80,岩崩
HM83,死纏爛打
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM100,密語
,
遺,夢話
遺,大地之力
遺,您先請
遺,打鼾
遺,水之波動
遺,泥巴炸彈
遺,煥然一新
遺,玩泥巴
遺,白霧
