學習條件,招式
基礎,破殼
基礎,抓
基礎,潑沙
Lv4,水槍
Lv7,縮入殼中
Lv10,亂抓
Lv13,劈開
Lv18,擲泥
Lv20,貝殼夾擊
Lv24,岩石打磨
Lv28,原始之力
Lv32,磨爪
Lv37,連斬
Lv41,暗襲要害
Lv45,貝殼刃
Lv49,十字劈
HM06,劇毒
HM10,覺醒力量
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM34,污泥波
HM36,污泥炸彈
HM37,沙暴
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM54,點到為止
HM55,熱水
HM56,投擲
HM63,查封
HM65,暗影爪
HM66,以牙還牙
HM69,岩石打磨
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM81,十字剪
HM83,死纏爛打
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM96,自然之力
HM100,密語
遺,幫助
遺,掉包
遺,撓癢
遺,玩水
