學習條件,招式
基礎,大聲咆哮
基礎,火焰牙
基礎,雷電牙
基礎,冰凍牙
基礎,咬碎
基礎,小偷
基礎,撞擊
基礎,長嚎
基礎,潑沙
基礎,咬住
Lv4,長嚎
Lv7,潑沙
Lv10,咬住
Lv13,氣味偵測
Lv16,吼叫
Lv20,虛張聲勢
Lv24,惡意追擊
Lv28,鬼面
Lv32,查封
Lv36,挑釁
Lv40,咬碎
Lv44,哈欠
Lv48,猛撞
Lv52,突襲
Lv56,嬉鬧
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM30,暗影球
HM32,影子分身
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM63,查封
HM66,以牙還牙
HM68,終極衝擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
,
遺,冰凍牙
遺,劇毒牙
遺,哈欠
遺,夢話
遺,嬉鬧
遺,搶先一步
遺,搶奪
遺,渴望
遺,火焰牙
遺,瞪眼
遺,突襲
遺,雷電牙
遺,驚嚇
