學習條件,招式
基礎,暗影拳
基礎,催眠術
基礎,舌舔
基礎,怨恨
Lv5,怨恨
Lv8,黑色目光
Lv12,詛咒
Lv15,黑夜魔影
Lv19,奇異之光
Lv22,突襲
Lv28,以牙還牙
Lv33,暗影球
Lv39,食夢
Lv44,惡之波動
Lv50,同命
Lv55,禍不單行
Lv61,惡夢
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM36,污泥炸彈
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM53,能量球
HM56,投擲
HM61,鬼火
HM63,查封
HM64,大爆炸
HM65,暗影爪
HM66,以牙還牙
HM77,自我暗示
HM83,死纏爛打
HM84,毒擊
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM97,惡之波動
HM99,魔法閃耀
HM100,密語
遺,冰凍拳
遺,定身法
遺,怨念
遺,清除之煙
遺,滅亡之歌
遺,濁霧
遺,火焰拳
遺,精神波
遺,鏡面屬性
遺,雷電拳
遺,驚嚇
遺,鬼面
遺,黑霧
