學習條件,招式
未進化,二連擊
基礎,逆鱗
基礎,巨聲
基礎,三重攻擊
基礎,龍之怒
基礎,聚氣
基礎,咬住
Lv4,聚氣
Lv9,咬住
Lv12,頭錘
Lv17,龍息
Lv20,吼叫
Lv25,咬碎
Lv28,摔打
Lv32,龍之波動
Lv38,自我激勵
Lv42,龍之俯衝
Lv48,泰山壓頂
Lv55,鬼面
Lv68,巨聲
Lv79,逆鱗
HM01,自我激勵
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM19,羽棲
HM21,遷怒
HM26,地震
HM27,報恩
HM32,影子分身
HM33,反射壁
HM35,噴射火焰
HM38,大字爆炎
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM51,鋼翼
HM52,真氣彈
HM57,充電光束
HM59,狂舞揮打
HM62,雜技
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM73,電磁波
HM76,飛翔
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM91,加農光炮
HM94,衝浪
HM97,惡之波動
HM100,密語
,
遺,二連擊
遺,冰凍牙
遺,刺耳聲
遺,大地之力
遺,惡之波動
遺,惡意追擊
遺,火焰牙
遺,雙刃頭錘
遺,雷電牙
遺,驚嚇
教,流星群
