學習條件,招式
未進化,毒針
基礎,斷頭鉗
基礎,雷電牙
基礎,冰凍牙
基礎,火焰牙
基礎,毒擊
基礎,潑沙
基礎,變硬
基礎,拍落
Lv4,潑沙
Lv7,變硬
Lv10,拍落
Lv13,電光一閃
Lv16,連斬
Lv19,出奇一擊
Lv22,雜技
Lv27,暗襲要害
Lv30,急速折返
Lv35,刺耳聲
Lv40,十字剪
Lv45,沖天拳
Lv50,劍舞
Lv55,斷頭鉗
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM19,羽棲
HM21,遷怒
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM36,污泥炸彈
HM37,沙暴
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM51,鋼翼
HM54,點到為止
HM56,投擲
HM59,狂舞揮打
HM62,雜技
HM66,以牙還牙
HM68,終極衝擊
HM69,岩石打磨
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM81,十字剪
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM97,惡之波動
HM100,密語
遺,佯攻
遺,力量戲法
遺,十字毒刃
遺,捨身衝撞
遺,接棒
遺,攀岩
遺,旋風刀
遺,暗襲要害
遺,毒尾
遺,流沙地獄
遺,翅膀攻擊
遺,金屬爪
遺,雙倍奉還
遺,高速移動
