學習條件,招式
基礎,緊束
基礎,虛張聲勢
Lv4,咬住
Lv6,舌舔
Lv9,毒尾
Lv11,佯攻
Lv14,刺耳聲
Lv16,毒液衝擊
Lv19,大蛇瞪眼
Lv21,劇毒牙
Lv24,毒液陷阱
Lv26,暗襲要害
Lv29,胃液
Lv31,毒擊
Lv34,黑霧
Lv36,劍舞
Lv39,咬碎
Lv41,打嗝
Lv44,盤蜷
Lv46,絞緊
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM17,守住
HM18,求雨
HM21,遷怒
HM26,地震
HM27,報恩
HM32,影子分身
HM34,污泥波
HM35,噴射火焰
HM36,污泥炸彈
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM59,狂舞揮打
HM66,以牙還牙
HM75,劍舞
HM78,重踏
HM81,十字剪
HM82,龍尾
HM83,死纏爛打
HM84,毒擊
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM97,惡之波動
HM100,密語
遺,吞下
遺,噴出
遺,惡意追擊
遺,懲罰
遺,掉包
遺,搏命
遺,暗襲要害
遺,泰山壓頂
遺,絞緊
遺,蓄力
遺,鐵尾
遺,鬼面
