學習條件,招式
基礎,地球上投
基礎,宇宙力量
基礎,自然之恩
基礎,懲罰
Lv10,重力
Lv20,大地之力
Lv30,巨聲
Lv40,神速
Lv50,煥然一新
Lv60,預知未來
Lv70,自我再生
Lv80,破壞光線
Lv90,滅亡之歌
Lv100,制裁光礫
HM01,自我激勵
HM02,龍爪
HM03,精神衝擊
HM04,冥想
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM35,噴射火焰
HM36,污泥炸彈
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM48,輪唱
HM49,回聲
HM50,過熱
HM52,真氣彈
HM53,能量球
HM57,充電光束
HM60,延後
HM61,鬼火
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM73,電磁波
HM75,劍舞
HM76,飛翔
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM81,十字剪
HM84,毒擊
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM92,戲法空間
HM94,衝浪
HM95,大聲咆哮
HM97,惡之波動
HM98,攀瀑
HM100,密語
,
教,流星群
