學習條件,招式
基礎,翅膀攻擊
基礎,閃焰衝鋒
基礎,熱風
基礎,龍爪
基礎,暗影爪
基礎,空氣斬
基礎,抓
基礎,叫聲
基礎,火花
Lv7,火花
Lv10,煙幕
Lv17,龍之怒
Lv21,鬼面
Lv28,火焰牙
Lv32,烈焰濺射
Lv41,劈開
Lv47,噴射火焰
Lv56,火焰旋渦
Lv62,煉獄
Lv71,熱風
Lv77,閃焰衝鋒
HM01,自我激勵
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM19,羽棲
HM21,遷怒
HM22,日光束
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM50,過熱
HM51,鋼翼
HM52,真氣彈
HM56,投擲
HM58,自由落體
HM59,狂舞揮打
HM61,鬼火
HM65,暗影爪
HM68,終極衝擊
HM75,劍舞
HM76,飛翔
HM78,重踏
HM80,岩崩
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,原始之力
遺,咬住
遺,咬碎
遺,圍攻
遺,真氣拳
遺,空氣利刃
遺,腹鼓
遺,逆鱗
遺,金屬爪
遺,閃焰衝鋒
遺,雙倍奉還
遺,龍之俯衝
遺,龍之波動
遺,龍之舞
教,火之誓約
教,爆炸烈焰
