學習條件,招式
基礎,瞪眼
基礎,抓
Lv5,磨爪
Lv9,咬住
Lv13,鬼面
Lv18,龍之怒
Lv21,劈開
Lv25,咬碎
Lv27,龍爪
Lv31,逐步擊破
Lv35,報復
Lv40,暗襲要害
Lv45,龍尾
Lv49,攀岩
Lv55,蠻力
Lv62,逆鱗
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM32,影子分身
HM35,噴射火焰
HM36,污泥炸彈
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM57,充電光束
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM78,重踏
HM80,岩崩
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM94,衝浪
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
遺,出奇一擊
遺,大蛇瞪眼
遺,搶奪
遺,撕裂爪
遺,毒尾
遺,火焰牙
遺,突襲
遺,追打
遺,金屬爪
遺,鐵尾
遺,雷電牙
教,流星群
