學習條件,招式
基礎,折彎湯匙
基礎,瞬間移動
基礎,念力
Lv16,念力
Lv18,定身法
Lv21,幻象光線
Lv23,奇跡之眼
Lv26,反射壁
Lv28,精神利刃
Lv31,自我再生
Lv33,意念移物
Lv36,交換場地
Lv38,精神強念
Lv41,扮演
Lv43,預知未來
Lv46,戲法
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM53,能量球
HM56,投擲
HM57,充電光束
HM63,查封
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
遺,交換場地
遺,再來一次
遺,冰凍拳
遺,力量戲法
遺,屏障
遺,拍落
遺,火焰拳
遺,特性互換
遺,精神轉移
遺,防守互換
遺,防守平分
遺,雷電拳
