學習條件,招式
基礎,高速星星
基礎,泡沫
基礎,變硬
基礎,夾住
基礎,瞪眼
Lv5,變硬
Lv7,夾住
Lv10,瞪眼
Lv14,泡沫光線
Lv17,守住
Lv20,二連擊
Lv23,拍落
Lv26,暗襲要害
Lv32,貝殼刃
Lv36,挑釁
Lv40,劍舞
Lv43,咬碎
Lv48,蟹鉗錘
Lv54,斷頭鉗
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM34,污泥波
HM36,污泥炸彈
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM54,點到為止
HM55,熱水
HM56,投擲
HM66,以牙還牙
HM68,終極衝擊
HM75,劍舞
HM80,岩崩
HM81,十字剪
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM95,大聲咆哮
HM96,自然之力
HM97,惡之波動
HM98,攀瀑
HM100,密語
遺,原始之力
遺,拍落
遺,捨身衝撞
遺,掉包
遺,水流噴射
遺,泰山壓頂
遺,王牌
遺,玩泥巴
遺,蠻力
遺,蠻幹
遺,逐步擊破
遺,金屬爪
遺,龍之舞
