學習條件,招式
基礎,火花
基礎,撞擊
Lv5,濁霧
Lv9,守住
Lv13,燒盡
Lv17,抓狂
Lv21,挺住
Lv25,鐵壁
Lv29,噴射火焰
Lv33,泰山壓頂
Lv37,破殼
Lv41,龍之波動
Lv45,陷阱甲殼
Lv49,過熱
Lv53,大爆炸
HM01,自我激勵
HM02,龍爪
HM05,吼叫
HM06,劇毒
HM08,健美
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM21,遷怒
HM22,日光束
HM23,擊落
HM26,地震
HM27,報恩
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM39,岩石封鎖
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM45,迷人
HM48,輪唱
HM50,過熱
HM52,真氣彈
HM56,投擲
HM57,充電光束
HM59,狂舞揮打
HM61,鬼火
HM64,大爆炸
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM78,重踏
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM100,密語
遺,報復
遺,廣域防守
遺,火焰旋渦
遺,雙刃頭錘
