學習條件,招式
未進化,撒嬌
基礎,捨身衝撞
基礎,變圓
基礎,拍擊
基礎,叫聲
Lv5,搖尾巴
Lv9,煥然一新
Lv12,連環巴掌
Lv16,生蛋
Lv20,傳遞禮物
Lv23,變小
Lv27,猛撞
Lv31,唱歌
Lv34,投擲
Lv38,治癒波動
Lv42,炸蛋
Lv46,光牆
Lv50,治癒之願
Lv54,捨身衝撞
HM01,自我激勵
HM04,冥想
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM56,投擲
HM57,充電光束
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM93,瘋狂伏特
HM99,魔法閃耀
HM100,密語
,
遺,地球上投
遺,幫助
遺,挺住
遺,揮指
遺,治癒鈴聲
遺,泥巴炸彈
遺,禮物
遺,自然之恩
遺,芳香治療
遺,重力
遺,雙倍奉還
