學習條件,招式
基礎,煉獄
基礎,詭計
基礎,雷電牙
基礎,瞪眼
基礎,火花
基礎,長嚎
基礎,濁霧
Lv4,長嚎
Lv8,濁霧
Lv13,吼叫
Lv16,咬住
Lv20,氣味偵測
Lv26,圍攻
Lv30,火焰牙
Lv35,出奇一擊
Lv41,查封
Lv45,欺詐
Lv50,噴射火焰
Lv56,咬碎
Lv60,詭計
Lv65,煉獄
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM21,遷怒
HM22,日光束
HM27,報恩
HM30,暗影球
HM32,影子分身
HM35,噴射火焰
HM36,污泥炸彈
HM38,大字爆炎
HM41,無理取鬧
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM50,過熱
HM61,鬼火
HM63,查封
HM66,以牙還牙
HM68,終極衝擊
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
遺,佯攻
遺,同命
遺,圍攻
遺,怨恨
遺,憤怒
遺,懲罰
遺,火焰旋渦
遺,火焰牙
遺,突襲
遺,詭計
遺,起死回生
遺,追打
遺,雙倍奉還
遺,雷電牙
