學習條件,招式
基礎,奇異之風
基礎,定身法
Lv11,電光一閃
Lv20,催眠術
Lv29,出奇一擊
Lv38,惡夢
Lv47,影子分身
Lv57,黑霧
Lv66,暗黑洞
Lv75,詭計
Lv84,食夢
Lv93,惡之波動
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM36,污泥炸彈
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM57,充電光束
HM61,鬼火
HM63,查封
HM65,暗影爪
HM66,以牙還牙
HM68,終極衝擊
HM73,電磁波
HM75,劍舞
HM77,自我暗示
HM80,岩崩
HM81,十字剪
HM84,毒擊
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM97,惡之波動
HM100,密語
,
,沒有相關技能
