學習條件,招式
基礎,劈開
基礎,暗襲要害
基礎,佯攻
基礎,抓
基礎,變硬
基礎,吸取
基礎,瞪眼
Lv6,吸取
Lv11,瞪眼
Lv16,泥巴射擊
Lv21,潑沙
Lv26,挺住
Lv31,水流噴射
Lv36,超級吸取
Lv45,金屬音
Lv54,原始之力
Lv63,絞緊
Lv72,暗襲要害
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM37,沙暴
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM55,熱水
HM68,終極衝擊
HM69,岩石打磨
HM71,尖石攻擊
HM75,劍舞
HM80,岩崩
HM81,十字剪
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM96,自然之力
HM98,攀瀑
HM100,密語
,
遺,冰凍之風
遺,刺耳聲
遺,奇異之光
遺,抓狂
遺,拍落
遺,極光束
遺,泡沫光線
遺,泥巴射擊
遺,猛撞
遺,終極吸取
遺,識破
遺,高速旋轉
