學習條件,招式
基礎,尖刺臂
基礎,叫聲
基礎,藤鞭
基礎,藤鞭
Lv5,藤鞭
Lv8,滾動
Lv11,咬住
Lv15,寄生種子
Lv19,飛彈針
Lv29,猛撞
Lv35,種子炸彈
Lv39,泥巴射擊
Lv44,健美
Lv48,泰山壓頂
Lv52,分擔痛楚
Lv56,木槌
HM01,自我激勵
HM05,吼叫
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM17,守住
HM21,遷怒
HM22,日光束
HM23,擊落
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM36,污泥炸彈
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM53,能量球
HM56,投擲
HM65,暗影爪
HM66,以牙還牙
HM71,尖石攻擊
HM74,陀螺球
HM75,劍舞
HM78,重踏
HM80,岩崩
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM96,自然之力
HM100,密語
,
遺,光合作用
遺,快速防守
遺,撒菱
遺,滾動
遺,腹鼓
遺,詛咒
遺,變圓
教,草之誓約
