學習條件,招式
基礎,青草場地
基礎,木槌
基礎,蠻力
基礎,黑色目光
基礎,定身法
基礎,吹飛
基礎,縮入殼中
基礎,樹葉
Lv8,角撞
Lv14,終極吸取
Lv20,鬼面
Lv26,寄生種子
Lv32,木角
Lv38,耕地
Lv48,意念頭錘
Lv53,超級角擊
Lv58,火箭頭錘
HM01,自我激勵
HM04,冥想
HM05,吼叫
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM16,光牆
HM17,守住
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM27,報恩
HM31,劈瓦
HM33,反射壁
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM48,輪唱
HM49,回聲
HM52,真氣彈
HM53,能量球
HM54,點到為止
HM56,投擲
HM59,狂舞揮打
HM66,以牙還牙
HM67,修長之角
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM77,自我暗示
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM96,自然之力
HM99,魔法閃耀
HM100,密語
,沒有相關技能
