學習條件,招式
未進化,快速防守
基礎,波導彈
基礎,起死回生
基礎,拍擊
基礎,瑜伽姿勢
基礎,看穿
基礎,擊掌奇襲
Lv5,瑜伽姿勢
Lv9,看穿
Lv13,擊掌奇襲
Lv17,連環巴掌
Lv21,高速星星
Lv25,冥想
Lv29,發勁
Lv33,吸取拳
Lv37,飛踢
Lv41,急速折返
Lv45,廣域防守
Lv49,彈跳
Lv56,飛膝踢
Lv63,起死回生
Lv70,波導彈
HM01,自我激勵
HM04,冥想
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM62,雜技
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM77,自我暗示
HM80,岩崩
HM84,毒擊
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM100,密語
遺,交換場地
遺,佯攻
遺,借力摔
遺,拍落
遺,挺住
遺,接棒
遺,搶先一步
遺,清醒
遺,踢倒
