學習條件,招式
基礎,叫聲
基礎,精神波
Lv5,怨恨
Lv10,驚嚇
Lv14,奇異之光
Lv19,黑色目光
Lv23,禍不單行
Lv28,幻象光線
Lv32,分擔痛楚
Lv37,以牙還牙
Lv41,暗影球
Lv46,滅亡之歌
Lv50,怨念
Lv55,力量寶石
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM49,回聲
HM57,充電光束
HM61,鬼火
HM63,查封
HM66,以牙還牙
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM97,惡之波動
HM99,魔法閃耀
HM100,密語
遺,刺耳聲
遺,同命
遺,奇妙空間
遺,奇異之風
遺,封印
遺,影子偷襲
遺,怨恨
遺,搶先一步
遺,特性互換
遺,突襲
遺,臨別禮物
遺,詛咒
遺,詭計
