學習條件,招式
基礎,臂錘
基礎,耕地
基礎,重踏
基礎,劍舞
基礎,撞擊
基礎,高速移動
基礎,瞪眼
Lv7,電光一閃
Lv13,連環巴掌
Lv13,擲泥
Lv15,猛撞
Lv18,泥巴射擊
Lv21,二連踢
Lv27,氣味偵測
Lv32,抓狂
Lv37,挖洞
Lv43,彈跳
Lv48,憤怒門牙
Lv54,硬撐
Lv57,地震
Lv60,臂錘
HM01,自我激勵
HM06,劇毒
HM08,健美
HM10,覺醒力量
HM15,破壞光線
HM17,守住
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM36,污泥炸彈
HM37,沙暴
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM56,投擲
HM59,狂舞揮打
HM66,以牙還牙
HM68,終極衝擊
HM71,尖石攻擊
HM75,劍舞
HM78,重踏
HM80,岩崩
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM93,瘋狂伏特
HM94,衝浪
HM96,自然之力
HM100,密語
遺,撒菱
遺,滾動
遺,變圓
