學習條件,招式
未進化,拍擊
基礎,飛葉快刀
基礎,出奇一擊
基礎,吹飛
基礎,詭計
Lv20,青草攪拌器
Lv32,暴風
Lv44,飛葉風暴
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM21,遷怒
HM22,日光束
HM27,報恩
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM54,點到為止
HM56,投擲
HM59,狂舞揮打
HM63,查封
HM64,大爆炸
HM66,以牙還牙
HM68,終極衝擊
HM75,劍舞
HM77,自我暗示
HM80,岩崩
HM81,十字剪
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM95,大聲咆哮
HM96,自然之力
HM97,惡之波動
HM100,密語
,
遺,力量互換
遺,圍攻
遺,寄生種子
遺,旋風刀
遺,欺詐
遺,清除濃霧
遺,煩惱種子
遺,猛撞
遺,瞬間失憶
遺,種子機關槍
遺,詭計
遺,電光一閃
遺,青草場地
