學習條件,招式
未進化,猛撞
基礎,拍擊
基礎,毒瓦斯
基礎,回收利用
基礎,毒菱
Lv3,回收利用
Lv7,毒菱
Lv12,酸液炸彈
Lv14,連環巴掌
Lv18,污泥攻擊
Lv23,蓄力
Lv23,吞下
Lv25,泰山壓頂
Lv29,污泥炸彈
Lv34,清除之煙
Lv39,劇毒
Lv46,瞬間失憶
Lv49,打嗝
Lv54,垃圾射擊
Lv59,大爆炸
HM06,劇毒
HM09,毒液衝擊
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM23,擊落
HM24,十萬伏特
HM27,報恩
HM29,精神強念
HM32,影子分身
HM34,污泥波
HM36,污泥炸彈
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM52,真氣彈
HM56,投擲
HM64,大爆炸
HM66,以牙還牙
HM68,終極衝擊
HM69,岩石打磨
HM83,死纏爛打
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM97,惡之波動
HM100,密語
,
遺,岩石爆擊
遺,撒菱
遺,滾動
遺,潑沙
遺,玩泥巴
遺,自爆
遺,詛咒
遺,黑霧
