學習條件,招式
基礎,搶先一步
基礎,撞擊
Lv3,瞪眼
Lv7,驚嚇
Lv10,催眠術
Lv13,踩踏
Lv16,潑沙
Lv21,猛撞
Lv23,奇異之光
Lv27,冥想
Lv33,扮演
Lv38,意念頭錘
Lv43,飛踢
Lv49,封印
Lv50,誘惑
Lv55,搶先一步
HM01,自我激勵
HM03,精神衝擊
HM04,冥想
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM53,能量球
HM57,充電光束
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM78,重踏
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM93,瘋狂伏特
HM100,密語
遺,二連踢
遺,咬住
遺,大鬧一番
遺,定身法
遺,怨恨
遺,意念頭錘
遺,憤怒
遺,搶先一步
遺,玩泥巴
遺,神通力
遺,超級角擊
