學習條件,招式
基礎,蓄力
基礎,吞下
基礎,噴出
基礎,蓄力
基礎,吞下
基礎,噴出
基礎,怪異電波
基礎,泡沫
基礎,超音波
基礎,電磁波
基礎,電球
Lv6,電磁波
Lv9,電球
Lv12,水槍
Lv17,奇異之光
Lv20,泡沫光線
Lv23,電光
Lv29,信號光束
Lv33,抓狂
Lv37,放電
Lv43,猛撞
Lv47,水流環
Lv51,水炮
Lv54,等離子浴
Lv58,充電
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM32,影子分身
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM55,熱水
HM57,充電光束
HM68,終極衝擊
HM72,伏特替換
HM73,電磁波
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM93,瘋狂伏特
HM94,衝浪
HM98,攀瀑
HM99,魔法閃耀
HM100,密語
遺,刺耳聲
遺,幻象光線
遺,抓狂
遺,水之波動
遺,浸水
遺,潮旋
遺,白霧
遺,瞬間失憶
遺,電擊波
遺,高速移動
遺,鹽水
