學習條件,招式
未進化,咬住
基礎,奇異之風
基礎,同命
基礎,細雪
基礎,瞪眼
基礎,影子分身
基礎,冰礫
Lv5,影子分身
Lv10,冰礫
Lv14,冰凍之風
Lv19,驚嚇
Lv23,吸取之吻
Lv28,鬼火
Lv32,奇異之光
Lv37,喚醒巴掌
Lv41,誘惑
Lv42,暗影球
Lv48,暴風雪
Lv54,冰雹
Lv61,同命
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM56,投擲
HM61,鬼火
HM63,查封
HM66,以牙還牙
HM68,終極衝擊
HM70,極光幕
HM73,電磁波
HM77,自我暗示
HM79,冰息
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM100,密語
,
遺,假哭
遺,定身法
遺,忍耐
遺,掉包
遺,撒菱
遺,擋路
遺,氣象球
遺,滾動
遺,禍不單行
遺,雪崩
