學習條件,招式
基礎,祈願
基礎,念力
Lv5,睡覺
Lv10,高速星星
Lv15,幫助
Lv20,精神強念
Lv25,煥然一新
Lv30,睡覺
Lv35,意念頭錘
Lv40,捨身衝撞
Lv45,重力
Lv50,治癒之願
Lv55,預知未來
Lv60,宇宙力量
Lv65,珍藏
Lv70,破滅之願
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM37,沙暴
HM40,燕返
HM42,硬撐
HM44,睡覺
HM48,輪唱
HM53,能量球
HM56,投擲
HM57,充電光束
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM89,急速折返
HM90,替身
HM91,加農光炮
HM92,戲法空間
HM99,魔法閃耀
HM100,密語
,
,沒有相關技能
