學習條件,招式
基礎,搶先一步
基礎,水流噴射
基礎,玩水
基礎,抓
基礎,搖尾巴
基礎,水槍
Lv4,搖尾巴
Lv7,水槍
Lv10,念力
Lv13,亂抓
Lv16,水之波動
Lv19,定身法
Lv22,刺耳聲
Lv25,意念頭錘
Lv28,水流尾
Lv31,浸水
Lv36,自我暗示
Lv41,瞬間失憶
Lv46,水炮
Lv51,奇妙空間
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM27,報恩
HM29,精神強念
HM31,劈瓦
HM32,影子分身
HM40,燕返
HM42,硬撐
HM44,睡覺
HM45,迷人
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM55,熱水
HM56,投擲
HM65,暗影爪
HM68,終極衝擊
HM77,自我暗示
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM94,衝浪
HM98,攀瀑
HM100,密語
遺,催眠術
遺,再來一次
遺,十字劈
遺,同步干擾
遺,哈欠
遺,單純光束
遺,夢話
遺,奇異之光
遺,幻象光線
遺,泥巴炸彈
遺,清除之煙
遺,煥然一新
遺,秘密之力
遺,識破
遺,預知未來
