學習條件,招式
未進化,變硬
基礎,三重攻擊
基礎,磁場操控
基礎,電磁飄浮
基礎,重力
基礎,廣域防守
基礎,撞擊
基礎,鐵壁
基礎,擋路
基礎,磁鐵炸彈
Lv4,鐵壁
Lv7,擋路
Lv10,磁鐵炸彈
Lv13,電磁波
Lv16,睡覺
Lv19,電光
Lv22,岩崩
Lv25,力量寶石
Lv28,岩石爆擊
Lv31,放電
Lv34,沙暴
Lv37,大地之力
Lv40,尖石攻擊
Lv43,鎖定
Lv43,電磁炮
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM15,破壞光線
HM17,守住
HM21,遷怒
HM23,擊落
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM32,影子分身
HM37,沙暴
HM39,岩石封鎖
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM64,大爆炸
HM68,終極衝擊
HM69,岩石打磨
HM71,尖石攻擊
HM72,伏特替換
HM73,電磁波
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM99,魔法閃耀
HM100,密語
遺,廣域防守
遺,挺住
遺,捨身衝撞
遺,擋路
遺,滾動
遺,隱形岩
遺,震級
