學習條件,招式
未進化,撒嬌
基礎,唱歌
Lv3,變圓
Lv5,拍擊
Lv9,和睦相處
Lv11,魅惑之聲
Lv14,定身法
Lv17,連環巴掌
Lv20,滾動
Lv22,輪唱
Lv25,蓄力
Lv25,吞下
Lv25,噴出
Lv27,喚醒巴掌
Lv30,睡覺
Lv32,泰山壓頂
Lv35,陀螺球
Lv38,模仿
Lv41,巨聲
Lv45,捨身衝撞
HM01,自我激勵
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM35,噴射火焰
HM38,大字爆炎
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM56,投擲
HM57,充電光束
HM73,電磁波
HM74,陀螺球
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM93,瘋狂伏特
HM99,魔法閃耀
HM100,密語
遺,假哭
遺,出奇一擊
遺,夢話
遺,懲罰
遺,治癒波動
遺,渴望
遺,滅亡之歌
遺,珍藏
遺,祈願
遺,禮物
遺,薄霧場地
遺,誘惑
遺,重力
