學習條件,招式
未進化,撒嬌
基礎,搖尾巴
基礎,電擊
Lv5,叫聲
Lv7,和睦相處
Lv10,電光一閃
Lv13,電球
Lv18,電磁波
Lv21,佯攻
Lv23,影子分身
Lv26,電光
Lv29,蹭蹭臉頰
Lv34,放電
Lv37,摔打
Lv42,十萬伏特
Lv45,高速移動
Lv50,瘋狂伏特
Lv53,光牆
Lv58,打雷
HM06,劇毒
HM10,覺醒力量
HM16,光牆
HM17,守住
HM18,求雨
HM21,遷怒
HM24,十萬伏特
HM25,打雷
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM56,投擲
HM57,充電光束
HM72,伏特替換
HM73,電磁波
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM93,瘋狂伏特
HM100,密語
遺,伏特攻擊
遺,傳遞禮物
遺,充電
遺,再來一次
遺,幸運咒語
遺,忍耐
遺,抓狂
遺,挺住
遺,撓癢
遺,擊掌奇襲
遺,祈願
遺,禮物
遺,起死回生
遺,連環巴掌
遺,雷電拳
遺,電氣場地
遺,魅惑之聲
教,伏特攻擊
