學習條件,招式
基礎,憤怒
基礎,變圓
Lv3,滾動
Lv6,怨恨
Lv8,追打
Lv11,刺耳聲
Lv13,哈欠
Lv16,原始之力
Lv18,泰山壓頂
Lv21,直沖鑽
Lv23,羽棲
Lv26,猛撞
Lv28,盤蜷
Lv31,挖洞
Lv33,大蛇瞪眼
Lv36,捨身衝撞
Lv38,蠻幹
Lv41,空氣斬
Lv43,龍之俯衝
Lv46,挺住
Lv48,抓狂
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM13,冰凍光束
HM14,暴風雪
HM17,守住
HM18,求雨
HM19,羽棲
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM30,暗影球
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM46,小偷
HM48,輪唱
HM57,充電光束
HM73,電磁波
HM74,陀螺球
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM84,毒擊
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM93,瘋狂伏特
HM100,密語
遺,原始之力
遺,咬住
遺,夢話
遺,忍耐
遺,打鼾
遺,王牌
遺,禍不單行
遺,秘密之力
遺,詛咒
遺,頭錘
遺,驚嚇
遺,高速移動
遺,魔法反射
