學習條件,招式
基礎,磨礪
基礎,精神波
基礎,念力
基礎,定身法
基礎,神秘守護
Lv8,高速星星
Lv15,預知未來
Lv22,自我暗示
Lv29,奇跡之眼
Lv36,精神利刃
Lv43,力量互換
Lv43,防守互換
Lv50,自我再生
Lv57,精神強念
Lv64,屏障
Lv70,波導彈
Lv79,瞬間失憶
Lv86,白霧
Lv93,搶先一步
Lv100,精神擊破
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM07,冰雹
HM08,健美
HM10,覺醒力量
HM11,大晴天
HM12,挑釁
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM24,十萬伏特
HM25,打雷
HM26,地震
HM27,報恩
HM29,精神強念
HM30,暗影球
HM31,劈瓦
HM32,影子分身
HM33,反射壁
HM35,噴射火焰
HM37,沙暴
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM47,下盤踢
HM48,輪唱
HM52,真氣彈
HM53,能量球
HM56,投擲
HM57,充電光束
HM59,狂舞揮打
HM61,鬼火
HM63,查封
HM68,終極衝擊
HM71,尖石攻擊
HM73,電磁波
HM77,自我暗示
HM78,重踏
HM80,岩崩
HM84,毒擊
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM100,密語
,
,沒有相關技能
