學習條件,招式
基礎,噴火
基礎,捨身衝撞
基礎,陀螺球
基礎,撞擊
基礎,瞪眼
基礎,煙幕
基礎,火花
Lv6,煙幕
Lv10,火花
Lv13,電光一閃
Lv20,火焰輪
Lv24,變圓
Lv31,高速星星
Lv35,蓄能焰襲
Lv43,噴煙
Lv48,噴射火焰
Lv56,煉獄
Lv61,滾動
Lv69,捨身衝撞
Lv74,燃盡
Lv82,噴火
HM01,自我激勵
HM05,吼叫
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM17,守住
HM21,遷怒
HM22,日光束
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM35,噴射火焰
HM38,大字爆炎
HM39,岩石封鎖
HM40,燕返
HM42,硬撐
HM43,蓄能焰襲
HM44,睡覺
HM45,迷人
HM48,輪唱
HM50,過熱
HM52,真氣彈
HM56,投擲
HM61,鬼火
HM65,暗影爪
HM68,終極衝擊
HM74,陀螺球
HM78,重踏
HM80,岩崩
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM93,瘋狂伏特
HM96,自然之力
HM100,密語
,
遺,亂抓
遺,二連踢
遺,大鬧一番
遺,捨身衝撞
遺,撕裂爪
遺,渴望
遺,烈焰濺射
遺,神通力
遺,自然之力
遺,識破
遺,起死回生
遺,長嚎
遺,閃焰衝鋒
遺,電光一閃
教,火之誓約
教,爆炸烈焰
