學習條件,招式
基礎,快速防守
基礎,黑色目光
基礎,幫助
基礎,抓
基礎,瞪眼
基礎,渴望
基礎,念力
Lv5,渴望
Lv9,念力
Lv13,光牆
Lv17,幻象光線
Lv19,擊掌奇襲
Lv22,魅惑之聲
Lv25,精神衝擊
Lv28,撒嬌
Lv31,奇跡之眼
Lv35,反射壁
Lv40,精神強念
Lv43,扮演
Lv45,封印
Lv48,突襲
Lv50,薄霧場地
Lv53,快速防守
HM01,自我激勵
HM03,精神衝擊
HM04,冥想
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM15,破壞光線
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM24,十萬伏特
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM41,無理取鬧
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM53,能量球
HM57,充電光束
HM66,以牙還牙
HM68,終極衝擊
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM92,戲法空間
HM97,惡之波動
HM100,密語
,
遺,借助
遺,哈欠
遺,屏障
遺,戲法
