學習條件,招式
基礎,叫聲
基礎,撒嬌
Lv5,揮指
Lv9,天使之吻
Lv13,哈欠
Lv17,再來一次
Lv21,看我嘛
Lv25,傳遞禮物
Lv29,祈願
Lv33,原始之力
Lv37,神秘守護
Lv41,接棒
Lv45,捨身衝撞
Lv49,珍藏
Lv53,您先請
HM01,自我激勵
HM03,精神衝擊
HM06,劇毒
HM10,覺醒力量
HM11,大晴天
HM16,光牆
HM17,守住
HM18,求雨
HM20,神秘守護
HM21,遷怒
HM22,日光束
HM27,報恩
HM29,精神強念
HM30,暗影球
HM32,影子分身
HM33,反射壁
HM35,噴射火焰
HM38,大字爆炎
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM49,回聲
HM56,投擲
HM73,電磁波
HM77,自我暗示
HM85,食夢
HM86,打草結
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM99,魔法閃耀
HM100,密語
,
遺,啄
遺,幸運咒語
遺,晨光
遺,神通力
遺,禮物
遺,秘密之力
遺,精神轉移
遺,詭計
遺,識破
遺,輔助力量
遺,預知未來
遺,鸚鵡學舌
