學習條件,招式
基礎,加農光炮
基礎,撞擊
基礎,搖尾巴
基礎,水槍
基礎,縮入殼中
Lv4,搖尾巴
Lv7,水槍
Lv10,縮入殼中
Lv13,泡沫
Lv17,咬住
Lv21,高速旋轉
Lv25,守住
Lv29,水之波動
Lv33,水流尾
Lv40,火箭頭錘
Lv47,鐵壁
Lv54,求雨
Lv60,水炮
HM01,自我激勵
HM05,吼叫
HM06,劇毒
HM07,冰雹
HM10,覺醒力量
HM13,冰凍光束
HM14,暴風雪
HM15,破壞光線
HM17,守住
HM18,求雨
HM21,遷怒
HM23,擊落
HM26,地震
HM27,報恩
HM31,劈瓦
HM32,影子分身
HM39,岩石封鎖
HM42,硬撐
HM44,睡覺
HM45,迷人
HM48,輪唱
HM52,真氣彈
HM55,熱水
HM56,投擲
HM68,終極衝擊
HM74,陀螺球
HM78,重踏
HM80,岩崩
HM82,龍尾
HM87,虛張聲勢
HM88,夢話
HM90,替身
HM91,加農光炮
HM94,衝浪
HM97,惡之波動
HM98,攀瀑
HM100,密語
,
遺,哈欠
遺,噴水
遺,抓狂
遺,擊掌奇襲
遺,水流噴射
遺,水流環
遺,波導彈
遺,濁流
遺,煥然一新
遺,玩泥巴
遺,白霧
遺,識破
遺,鏡面反射
遺,鹽水
遺,黑霧
遺,龍之波動
教,加農水炮
教,水之誓約
